crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH
Onion,2000,Whole Year ,Chhattisgarh,3362.0,26533,330047.54,874.12,7.798,26.38,867.47,51.2,70,35,20,6.5
Potato,2000,Whole Year ,Chhattisgarh,9092.0,66090,892561.64,2363.92,7.36625,26.38,867.47,51.2,70,35,20,6.5
Sweet potato,2000,Whole Year ,Chhattisgarh,2870.0,16869,281747.9,746.2,5.77875,26.38,867.47,51.2,70,35,20,6.5
Banana,2000,Whole Year ,Gujarat,22800.0,1277100,2238276.0,5928.0,53.03111111,28.31,549.8,38.9,75,38,28,7.8
Onion,2000,Whole Year ,Gujarat,6400.0,130400,628288.0,1664.0,19.14875,28.31,549.8,38.9,75,38,28,7.8
Potato,2000,Whole Year ,Gujarat,32800.0,716100,3219976.0,8528.0,21.33555556,28.31,549.8,38.9,75,38,28,7.8
Sugarcane,2000,Whole Year ,Gujarat,177700.0,12689000,17444809.0,46202.0,67.18071429,28.31,549.8,38.9,75,38,28,7.8
Garlic,2000,Whole Year ,Haryana,286.0,2300,28076.62,74.36,5.085555556,24.65,829.38,38.13,130,48,35,7.9
Onion,2000,Whole Year ,Haryana,3419.0,44300,335643.23,888.94,14.924,24.65,829.38,38.13,130,48,35,7.9
Potato,2000,Whole Year ,Haryana,9273.0,141200,910330.41,2410.98,15.6075,24.65,829.38,38.13,130,48,35,7.9
Sugarcane,2000,Whole Year ,Haryana,143030.0,8170000,14041255.1,37187.8,49.43,24.65,829.38,38.13,130,48,35,7.9
Sweet potato,2000,Whole Year ,Haryana,120.0,2500,11780.4,31.2,19.48,24.65,829.38,38.13,130,48,35,7.9
Onion,2000,Whole Year ,Madhya Pradesh,19327.0,272665,1897331.59,5025.02,13.27177778,25.33,867.75,42.57,70,40,20,7.4
Sugarcane,2000,Whole Year ,Madhya Pradesh,74733.0,1656840,7336538.61,19430.58,17.88844444,25.33,867.75,42.57,70,40,20,7.4
Sugarcane,2000,Whole Year ,Maharashtra,595300.0,49568700,58440601.0,154778.0,77.65407407,26.28,1944.66,66.88,75,43,26,7.1
Potato,2000,Whole Year ,Mizoram,310.0,2429,30432.7,80.6,5.805,22.64,1561.26,75.76,54,15,34,5.7
Sugarcane,2000,Whole Year ,Mizoram,952.0,6361,93457.84,247.52,8.705,22.64,1561.26,75.76,54,15,34,5.7
Potato,2000,Whole Year ,Nagaland,4540.0,47890,445691.8,1180.4,10.32375,18.4,688.55,67.37,56,16,36,5.8
Sugarcane,2000,Whole Year ,Nagaland,700.0,35000,68719.0,182.0,39.93666667,18.4,688.55,67.37,56,16,36,5.8
Jute,2000,Kharif     ,Odisha,13850.0,106680,1359654.5,3601.0,5.8825,26.35,1100.2,71.21,67,26,32,6.3
Onion,2000,Whole Year ,Odisha,27400.0,229420,2689858.0,7124.0,7.385666667,26.35,1100.2,71.21,67,26,32,6.3
Potato,2000,Whole Year ,Odisha,8251.0,85872,810000.67,2145.26,9.321071429,26.35,1100.2,71.21,67,26,32,6.3
Sugarcane,2000,Whole Year ,Odisha,16775.0,963917,1646801.75,4361.5,51.06793103,26.35,1100.2,71.21,67,26,32,6.3
Sweet potato,2000,Whole Year ,Odisha,37670.0,272050,3698063.9,9794.2,7.797666667,26.35,1100.2,71.21,67,26,32,6.3
Sugarcane,2000,Whole Year ,Punjab,121000.0,7770000,11878570.0,31460.0,65.445625,24.65,829.38,38.13,150,50,40,8.0
Banana,2000,Whole Year ,Tamil Nadu,77485.0,2473512,7606702.45,20146.1,29.60107143,27.82,1035.18,72.05,80,38,30,6.6
Garlic,2000,Whole Year ,Tamil Nadu,601.0,3516,59000.17,156.26,5.74,27.82,1035.18,72.05,80,38,30,6.6
Ginger,2000,Kharif     ,Tamil Nadu,95.0,2515,9326.15,24.7,26.405,27.82,1035.18,72.05,80,38,30,6.6
Onion,2000,Whole Year ,Tamil Nadu,29822.0,265887,2927625.74,7753.72,8.016666667,27.82,1035.18,72.05,80,38,30,6.6
Potato,2000,Whole Year ,Tamil Nadu,2723.0,49126,267316.91,707.98,18.08,27.82,1035.18,72.05,80,38,30,6.6
Sugarcane,2000,Whole Year ,Tamil Nadu,317473.0,34062855,31166324.41,82542.98,108.0914815,27.82,1035.18,72.05,80,38,30,6.6
Sweet potato,2000,Whole Year ,Tamil Nadu,916.0,10581,89923.72,238.16,11.92647059,27.82,1035.18,72.05,80,38,30,6.6
Tapioca,2000,Whole Year ,Tamil Nadu,109681.0,4017008,10767383.77,28517.06,36.006,27.82,1035.18,72.05,80,38,30,6.6
Turmeric,2000,Whole Year ,Tamil Nadu,28675.0,149252,2815024.75,7455.5,5.306086957,27.82,1035.18,72.05,80,38,30,6.6
Potato,2000,Whole Year ,Uttar Pradesh,394083.0,8398200,38687128.11,102461.58,19.7573913,25.93,976.03,45.55,120,45,35,7.6
Sugarcane,2000,Whole Year ,Uttar Pradesh,1938366.0,106067503,190289390.2,503975.16,50.03478261,25.93,976.03,45.55,120,45,35,7.6
Garlic,2000,Whole Year ,Uttarakhand,2062.0,16274,202426.54,536.12,5.604761905,18.34,706.41,44.93,80,24,38,6.4
Onion,2000,Whole Year ,Uttarakhand,1781.0,11027,174840.77,463.06,7.395384615,18.34,706.41,44.93,80,24,38,6.4
Potato,2000,Kharif     ,Uttarakhand,6286.0,138309,617096.62,1634.36,21.66555556,18.34,706.41,44.93,80,24,38,6.4
Potato,2000,Rabi       ,Uttarakhand,6473.0,148125,635454.41,1682.98,21.60538462,18.34,706.41,44.93,80,24,38,6.4
Sugarcane,2000,Whole Year ,Uttarakhand,116478.0,6831440,11434645.26,30284.28,58.175,18.34,706.41,44.93,80,24,38,6.4
Tobacco,2000,Whole Year ,Uttarakhand,102.0,713,10013.34,26.52,7.142,18.34,706.41,44.93,80,24,38,6.4
Banana,2001,Whole Year ,Bihar,16263.0,355042,1660940.19,4228.38,21.29136364,25.95,1096.14,55.07,85,30,25,7.2
Jute,2001,Kharif     ,Bihar,142635.0,953203,14567312.55,37085.1,6.347777778,25.95,1096.14,55.07,85,30,25,7.2
Mesta,2001,Kharif     ,Bihar,15374.0,99904,1570146.62,3997.24,5.899,25.95,1096.14,55.07,85,30,25,7.2
Onion,2001,Whole Year ,Bihar,14083.0,134445,1438296.79,3661.58,10.47351351,25.95,1096.14,55.07,85,30,25,7.2
Potato,2001,Whole Year ,Bihar,140783.0,1432119,14378167.79,36603.58,10.54486486,25.95,1096.14,55.07,85,30,25,7.2
Sugarcane,2001,Whole Year ,Bihar,120754.0,5818262,12332606.02,31396.04,44.32352941,25.95,1096.14,55.07,85,30,25,7.2
Sweet potato,2001,Whole Year ,Bihar,4981.0,56979,508709.53,1295.06,11.255,25.95,1096.14,55.07,85,30,25,7.2
Bajra,2001,Whole Year ,Chhattisgarh,282.0,11012,28800.66,73.32,37.904,26.22,1214.25,57.24,70,35,20,6.5
Onion,2001,Whole Year ,Chhattisgarh,3836.0,33857,391770.68,997.36,8.872,26.22,1214.25,57.24,70,35,20,6.5
Potato,2001,Whole Year ,Chhattisgarh,9315.0,64152,951340.95,2421.9,6.849375,26.22,1214.25,57.24,70,35,20,6.5
Sweet potato,2001,Whole Year ,Chhattisgarh,2402.0,14001,245316.26,624.52,5.834375,26.22,1214.25,57.24,70,35,20,6.5
Banana,2001,Whole Year ,Gujarat,24400.0,1473800,2491972.0,6344.0,61.91875,28.07,479.49,39.96,75,38,28,7.8
Garlic,2001,Whole Year ,Gujarat,9300.0,57200,949809.0,2418.0,5.978333333,28.07,479.49,39.96,75,38,28,7.8
Onion,2001,Whole Year ,Gujarat,24200.0,638700,2471546.0,6292.0,29.52625,28.07,479.49,39.96,75,38,28,7.8
Potato,2001,Whole Year ,Gujarat,32300.0,802000,3298799.0,8398.0,22.995,28.07,479.49,39.96,75,38,28,7.8
Sugarcane,2001,Whole Year ,Gujarat,175800.0,12458000,17954454.0,45708.0,62.97384615,28.07,479.49,39.96,75,38,28,7.8
Garlic,2001,Whole Year ,Haryana,349.0,2800,35643.37,90.74,5.467142857,24.52,886.36,40.39,130,48,35,7.9
Onion,2001,Whole Year ,Haryana,3554.0,46600,362970.02,924.04,13.56916667,24.52,886.36,40.39,130,48,35,7.9
Potato,2001,Whole Year ,Haryana,9616.0,203100,982082.08,2500.16,19.08055556,24.52,886.36,40.39,130,48,35,7.9
Sugarcane,2001,Whole Year ,Haryana,161184.0,9270000,16461721.92,41907.84,47.62210526,24.52,886.36,40.39,130,48,35,7.9
Ginger,2001,Kharif     ,Himachal Pradesh,2609.0,29012,266457.17,678.34,10.94888889,21.39,919.92,42.75,60,20,40,6.0
Onion,2001,Whole Year ,Himachal Pradesh,1112.0,11045,113568.56,289.12,8.397777778,21.39,919.92,42.75,60,20,40,6.0
Potato,2001,Whole Year ,Himachal Pradesh,8480.0,75614,866062.4,2204.8,8.677272727,21.39,919.92,42.75,60,20,40,6.0
Banana,2001,Whole Year ,Madhya Pradesh,18145.0,564818,1853148.85,4717.7,26.1695,25.13,980.81,48.39,70,40,20,7.4
Onion,2001,Whole Year ,Madhya Pradesh,23057.0,324596,2354811.41,5994.82,13.41155556,25.13,980.81,48.39,70,40,20,7.4
Potato,2001,Whole Year ,Madhya Pradesh,38387.0,507092,3920464.31,9980.62,13.38955556,25.13,980.81,48.39,70,40,20,7.4
Sugarcane,2001,Whole Year ,Madhya Pradesh,41427.0,1612840,4230939.51,10771.02,30.92022222,25.13,980.81,48.39,70,40,20,7.4
Sweet potato,2001,Whole Year ,Madhya Pradesh,3707.0,21068,378595.91,963.82,5.656818182,25.13,980.81,48.39,70,40,20,7.4
Sugarcane,2001,Whole Year ,Maharashtra,578200.0,45139800,59051566.0,150332.0,69.57740741,26.51,1875.04,67.48,75,43,26,7.1
Sugarcane,2001,Whole Year ,Mizoram,1379.0,9359,140837.27,358.54,8.115,22.95,1562.48,74.08,54,15,34,5.7
Tapioca,2001,Whole Year ,Mizoram,307.0,1479,31353.91,79.82,5.7375,22.95,1562.48,74.08,54,15,34,5.7
Potato,2001,Whole Year ,Nagaland,3550.0,42420,362561.5,923.0,12.14875,19.14,537.09,64.46,56,16,36,5.8
Sugarcane,2001,Whole Year ,Nagaland,1000.0,48000,102130.0,260.0,43.005,19.14,537.09,64.46,56,16,36,5.8
Jute,2001,Kharif     ,Odisha,4612.0,37776,471023.56,1199.12,8.092222222,26.48,1946.22,72.62,67,26,32,6.3
Onion,2001,Whole Year ,Odisha,19410.0,173430,1982343.3,5046.6,8.714333333,26.48,1946.22,72.62,67,26,32,6.3
Potato,2001,Whole Year ,Odisha,7580.0,78049,774145.4,1970.8,9.565714286,26.48,1946.22,72.62,67,26,32,6.3
Sugarcane,2001,Whole Year ,Odisha,10988.0,644007,1122204.44,2856.88,52.85172414,26.48,1946.22,72.62,67,26,32,6.3
Sweet potato,2001,Whole Year ,Odisha,38480.0,312850,3929962.4,10004.8,8.193666667,26.48,1946.22,72.62,67,26,32,6.3
Sugarcane,2001,Whole Year ,Punjab,142000.0,9250000,14502460.0,36920.0,67.87176471,24.52,886.36,40.39,150,50,40,8.0
Sugarcane,2001,Whole Year ,Tamil Nadu,321173.0,32614900,32801398.49,83504.98,102.0107407,28.16,1253.37,70.91,80,38,30,6.6
Potato,2001,Whole Year ,Uttar Pradesh,388552.0,9582545,39682815.76,101023.52,23.1684058,26.23,797.83,45.41,120,45,35,7.6
Sugarcane,2001,Whole Year ,Uttar Pradesh,2034883.0,117981573,207822600.8,529069.58,52.52608696,26.23,797.83,45.41,120,45,35,7.6
Tobacco,2001,Whole Year ,Uttar Pradesh,19772.0,134679,2019314.36,5140.72,6.335925926,26.23,797.83,45.41,120,45,35,7.6
Garlic,2001,Whole Year ,Uttarakhand,2063.0,16832,210694.19,536.38,5.50952381,17.87,1283.71,50.63,80,24,38,6.4
Onion,2001,Whole Year ,Uttarakhand,1642.0,8089,167697.46,426.92,6.451538462,17.87,1283.71,50.63,80,24,38,6.4
Potato,2001,Kharif     ,Uttarakhand,7761.0,155501,792630.93,2017.86,19.90111111,17.87,1283.71,50.63,80,24,38,6.4
Potato,2001,Rabi       ,Uttarakhand,5739.0,121724,586124.07,1492.14,20.00692308,17.87,1283.71,50.63,80,24,38,6.4
Sugarcane,2001,Whole Year ,Uttarakhand,118637.0,6958951,12116396.81,30845.62,58.175,17.87,1283.71,50.63,80,24,38,6.4
Tobacco,2001,Whole Year ,Uttarakhand,126.0,907,12868.38,32.76,7.226666667,17.87,1283.71,50.63,80,24,38,6.4
Banana,2002,Whole Year ,Bihar,17307.0,340338,1638453.69,4326.75,22.17956522,26.3,893.82,54.2,85,30,25,7.2
Jute,2002,Kharif     ,Bihar,147796.0,973546,13991847.32,36949.0,6.593076923,26.3,893.82,54.2,85,30,25,7.2
Mesta,2002,Kharif     ,Bihar,20026.0,120281,1895861.42,5006.5,5.776190476,26.3,893.82,54.2,85,30,25,7.2
Onion,2002,Whole Year ,Bihar,13589.0,116759,1286470.63,3397.25,8.524054054,26.3,893.82,54.2,85,30,25,7.2
Potato,2002,Whole Year ,Bihar,147819.0,1476602,13994024.73,36954.75,10.27135135,26.3,893.82,54.2,85,30,25,7.2
Sugarcane,2002,Whole Year ,Bihar,107270.0,4520510,10155250.9,26817.5,39.25787879,26.3,893.82,54.2,85,30,25,7.2
Sweet potato,2002,Whole Year ,Bihar,5000.0,66772,473350.0,1250.0,12.524,26.3,893.82,54.2,85,30,25,7.2
Bajra,2002,Whole Year ,Chhattisgarh,256.0,10088,24235.52,64.0,37.202,26.85,804.92,52.95,70,35,20,6.5
Onion,2002,Whole Year ,Chhattisgarh,4145.0,34830,392407.15,1036.25,8.068,26.85,804.92,52.95,70,35,20,6.5
Potato,2002,Whole Year ,Chhattisgarh,9564.0,61104,905423.88,2391.0,6.6325,26.85,804.92,52.95,70,35,20,6.5
Sweet potato,2002,Whole Year ,Chhattisgarh,2585.0,14824,244721.95,646.25,5.37,26.85,804.92,52.95,70,35,20,6.5
Garlic,2002,Whole Year ,Gujarat,8500.0,46200,804695.0,2125.0,5.413076923,28.63,366.66,37.53,75,38,28,7.8
Onion,2002,Whole Year ,Gujarat,25000.0,715400,2366750.0,6250.0,28.60875,28.63,366.66,37.53,75,38,28,7.8
Potato,2002,Whole Year ,Gujarat,35800.0,779700,3389186.0,8950.0,20.24333333,28.63,366.66,37.53,75,38,28,7.8
Sugarcane,2002,Whole Year ,Gujarat,202900.0,14069000,19208543.0,50725.0,67.23714286,28.63,366.66,37.53,75,38,28,7.8
Onion,2002,Whole Year ,Haryana,1609.0,36000,152324.03,402.25,19.29692308,25.39,688.83,37.91,130,48,35,7.9
Potato,2002,Whole Year ,Haryana,10328.0,291900,977751.76,2582.0,33.775,25.39,688.83,37.91,130,48,35,7.9
Sugarcane,2002,Whole Year ,Haryana,189010.0,10650000,17893576.7,47252.5,48.52888889,25.39,688.83,37.91,130,48,35,7.9
Sweet potato,2002,Whole Year ,Haryana,47.0,900,4449.49,11.75,13.98166667,25.39,688.83,37.91,130,48,35,7.9
Ginger,2002,Kharif     ,Himachal Pradesh,2455.0,17051,232414.85,613.75,6.73,22.21,721.57,39.96,60,20,40,6.0
Onion,2002,Whole Year ,Himachal Pradesh,807.0,4541,76398.69,201.75,5.328,22.21,721.57,39.96,60,20,40,6.0
Potato,2002,Whole Year ,Himachal Pradesh,13941.0,136033,1319794.47,3485.25,10.06,22.21,721.57,39.96,60,20,40,6.0
Banana,2002,Whole Year ,Karnataka,39813.0,681663,3769096.71,9953.25,16.96518519,23.99,668.45,65.75,72,42,25,6.9
Coconut ,2002,Whole Year ,Karnataka,375425.0,1525287000,35541484.75,93856.25,4165.087778,23.99,668.45,65.75,72,42,25,6.9
Ginger,2002,Kharif     ,Karnataka,10940.0,143795,1035689.8,2735.0,12.796,23.99,668.45,65.75,72,42,25,6.9
Onion,2002,Whole Year ,Karnataka,114975.0,535821,10884683.25,28743.75,7.0436,23.99,668.45,65.75,72,42,25,6.9
Potato,2002,Whole Year ,Karnataka,50645.0,149282,4794562.15,12661.25,5.757142857,23.99,668.45,65.75,72,42,25,6.9
Sugarcane,2002,Whole Year ,Karnataka,382719.0,32485308,36232007.73,95679.75,83.89230769,23.99,668.45,65.75,72,42,25,6.9
Sweet potato,2002,Whole Year ,Karnataka,3390.0,26917,320931.3,847.5,6.286,23.99,668.45,65.75,72,42,25,6.9
Tapioca,2002,Whole Year ,Karnataka,1078.0,8470,102054.26,269.5,9.604285714,23.99,668.45,65.75,72,42,25,6.9
Banana,2002,Whole Year ,Madhya Pradesh,16117.0,363109,1525796.39,4029.25,17.72565217,25.95,898.51,45.83,70,40,20,7.4
Onion,2002,Whole Year ,Madhya Pradesh,24620.0,344975,2330775.4,6155.0,12.75155556,25.95,898.51,45.83,70,40,20,7.4
Potato,2002,Whole Year ,Madhya Pradesh,40871.0,487836,3869257.57,10217.75,11.89644444,25.95,898.51,45.83,70,40,20,7.4
Sugarcane,2002,Whole Year ,Madhya Pradesh,39073.0,1560420,3699040.91,9768.25,28.415,25.95,898.51,45.83,70,40,20,7.4
Sweet potato,2002,Whole Year ,Madhya Pradesh,3757.0,21287,355675.19,939.25,5.559555556,25.95,898.51,45.83,70,40,20,7.4
Sugarcane,2002,Whole Year ,Maharashtra,573100.0,42617000,54255377.0,143275.0,65.24666667,27.12,1326.47,63.56,75,43,26,7.1
Banana,2002,Whole Year ,Meghalaya,5344.0,65659,505916.48,1336.0,11.42714286,17.77,2530.64,80.43,52,16,33,5.6
Ginger,2002,Kharif     ,Meghalaya,8896.0,46731,842184.32,2224.0,6.488571429,17.77,2530.64,80.43,52,16,33,5.6
Jute,2002,Kharif     ,Meghalaya,4074.0,35826,385685.58,1018.5,7.073333333,17.77,2530.64,80.43,52,16,33,5.6
Potato,2002,Whole Year ,Meghalaya,18071.0,167884,1710781.57,4517.75,7.74,17.77,2530.64,80.43,52,16,33,5.6
Tapioca,2002,Whole Year ,Meghalaya,3958.0,20950,374703.86,989.5,6.57,17.77,2530.64,80.43,52,16,33,5.6
Turmeric,2002,Whole Year ,Meghalaya,1543.0,8642,146075.81,385.75,5.442857143,17.77,2530.64,80.43,52,16,33,5.6
Sugarcane,2002,Whole Year ,Mizoram,1370.0,7443,129697.9,342.5,6.4075,23.2,1459.33,74.41,54,15,34,5.7
Tapioca,2002,Whole Year ,Mizoram,232.0,1330,21963.44,58.0,7.0675,23.2,1459.33,74.41,54,15,34,5.7
Potato,2002,Whole Year ,Nagaland,5450.0,61000,515951.5,1362.5,11.25375,18.71,838.03,67.77,56,16,36,5.8
Sugarcane,2002,Whole Year ,Nagaland,2000.0,80000,189340.0,500.0,55.63166667,18.71,838.03,67.77,56,16,36,5.8
Jute,2002,Kharif     ,Odisha,5610.0,51209,531098.7,1402.5,8.91875,26.51,1340.28,73.12,67,26,32,6.3
Onion,2002,Whole Year ,Odisha,26410.0,238790,2500234.7,6602.5,8.852666667,26.51,1340.28,73.12,67,26,32,6.3
Potato,2002,Whole Year ,Odisha,7076.0,70320,669884.92,1769.0,8.908214286,26.51,1340.28,73.12,67,26,32,6.3
Sugarcane,2002,Whole Year ,Odisha,14177.0,753194,1342136.59,3544.25,52.07642857,26.51,1340.28,73.12,67,26,32,6.3
Sweet potato,2002,Whole Year ,Odisha,46890.0,384260,4439076.3,11722.5,8.228666667,26.51,1340.28,73.12,67,26,32,6.3
Sugarcane,2002,Whole Year ,Punjab,153000.0,9110000,14484510.0,38250.0,58.85235294,25.39,688.83,37.91,150,50,40,8.0
Onion,2002,Rabi       ,Uttarakhand,8497.0,87690,804410.99,2124.25,10.32,18.57,865.58,47.21,80,24,38,6.4
Onion,2002,Summer     ,Uttarakhand,11216.0,125394,1061818.72,2804.0,11.18,18.57,865.58,47.21,80,24,38,6.4
Onion,2002,Whole Year ,Uttarakhand,1920.0,8839,181766.4,480.0,6.455384615,18.57,865.58,47.21,80,24,38,6.4
Potato,2002,Kharif     ,Uttarakhand,7741.0,154194,732840.47,1935.25,20.172,18.57,865.58,47.21,80,24,38,6.4
Potato,2002,Rabi       ,Uttarakhand,6803.0,143706,644040.01,1700.75,19.99538462,18.57,865.58,47.21,80,24,38,6.4
Sugarcane,2002,Whole Year ,Uttarakhand,122453.0,7362658,11592625.51,30613.25,58.185,18.57,865.58,47.21,80,24,38,6.4
Tobacco,2002,Whole Year ,Uttarakhand,738.0,2858,69866.46,184.5,6.703333333,18.57,865.58,47.21,80,24,38,6.4
Potato,2002,Rabi       ,Jharkhand,12269.37,91201,1161541.258,3067.3425,7.418,23.78,1140.09,58.21,68,22,30,6.1
Potato,2002,Winter     ,Jharkhand,10525.78,74589,996475.5926,2631.445,6.716666667,23.78,1140.09,58.21,68,22,30,6.1
Banana,2003,Whole Year ,Bihar,13007.0,215248,1287432.86,3121.68,19.39208333,25.85,1042.17,57.29,85,30,25,7.2
Jute,2003,Kharif     ,Bihar,154588.0,1147358,15301120.24,37101.12,8.015333333,25.85,1042.17,57.29,85,30,25,7.2
Mesta,2003,Kharif     ,Bihar,20011.0,138908,1980688.78,4802.64,6.455714286,25.85,1042.17,57.29,85,30,25,7.2
Onion,2003,Whole Year ,Bihar,14545.0,137965,1439664.1,3490.8,9.284736842,25.85,1042.17,57.29,85,30,25,7.2
Potato,2003,Whole Year ,Bihar,142013.0,1351846,14056446.74,34083.12,9.989210526,25.85,1042.17,57.29,85,30,25,7.2
Sugarcane,2003,Whole Year ,Bihar,103100.0,4285888,10204838.0,24744.0,39.12181818,25.85,1042.17,57.29,85,30,25,7.2
Sweet potato,2003,Whole Year ,Bihar,4551.0,63938,450457.98,1092.24,12.97965517,25.85,1042.17,57.29,85,30,25,7.2
Bajra,2003,Whole Year ,Chhattisgarh,283.0,11291,28011.34,67.92,38.706,26.55,1433.14,57.99,70,35,20,6.5
Onion,2003,Whole Year ,Chhattisgarh,4441.0,32548,439570.18,1065.84,7.334,26.55,1433.14,57.99,70,35,20,6.5
Potato,2003,Whole Year ,Chhattisgarh,10228.0,49238,1012367.44,2454.72,5.158125,26.55,1433.14,57.99,70,35,20,6.5
Sweet potato,2003,Whole Year ,Chhattisgarh,2665.0,15235,263781.7,639.6,5.71625,26.55,1433.14,57.99,70,35,20,6.5
Sugarcane,2003,Whole Year ,Delhi,4.0,293,395.92,0.96,73.25,25.09,1026.54,48.93,90,40,30,7.5
Banana,2003,Whole Year ,Gujarat,28200.0,2027400,2791236.0,6768.0,65.116,27.32,891.79,48.96,75,38,28,7.8
Garlic,2003,Whole Year ,Gujarat,27100.0,189800,2682358.0,6504.0,6.95,27.32,891.79,48.96,75,38,28,7.8
Onion,2003,Whole Year ,Gujarat,49100.0,1474600,4859918.0,11784.0,31.65611111,27.32,891.79,48.96,75,38,28,7.8
Potato,2003,Whole Year ,Gujarat,31000.0,738300,3068380.0,7440.0,22.146,27.32,891.79,48.96,75,38,28,7.8
Sugarcane,2003,Whole Year ,Gujarat,176200.0,12669000,17440276.0,42288.0,71.59666667,27.32,891.79,48.96,75,38,28,7.8
Onion,2003,Whole Year ,Haryana,3319.0,80700,328514.62,796.56,21.084,24.13,1037.84,46.02,130,48,35,7.9
Potato,2003,Whole Year ,Haryana,10521.0,256900,1041368.58,2525.04,22.60571429,24.13,1037.84,46.02,130,48,35,7.9
Sugarcane,2003,Whole Year ,Haryana,160257.0,9280000,15862237.86,38461.68,50.10277778,24.13,1037.84,46.02,130,48,35,7.9
Sweet potato,2003,Whole Year ,Haryana,77.0,1600,7621.46,18.48,16.482,24.13,1037.84,46.02,130,48,35,7.9
Onion,2003,Whole Year ,Jharkhand,1137.98,9198,112637.2604,273.1152,9.12,23.41,1429.22,62.42,68,22,30,6.1
Potato,2003,Rabi       ,Jharkhand,9350.04,73414,925466.9592,2244.0096,6.98625,23.41,1429.22,62.42,68,22,30,6.1
Potato,2003,Winter     ,Jharkhand,13174.37,121890,1303999.143,3161.8488,8.628333333,23.41,1429.22,62.42,68,22,30,6.1
Banana,2003,Whole Year ,Madhya Pradesh,15985.0,457194,1582195.3,3836.4,17.95652174,25.1,1241.22,54.75,70,40,20,7.4
Onion,2003,Whole Year ,Madhya Pradesh,30958.0,416137,3064222.84,7429.92,12.86875,25.1,1241.22,54.75,70,40,20,7.4
Potato,2003,Whole Year ,Madhya Pradesh,46546.0,667656,4607123.08,11171.04,13.33404255,25.1,1241.22,54.75,70,40,20,7.4
Sugarcane,2003,Whole Year ,Madhya Pradesh,43141.0,1870120,4270096.18,10353.84,31.46604167,25.1,1241.22,54.75,70,40,20,7.4
Sweet potato,2003,Whole Year ,Madhya Pradesh,3821.0,21742,378202.58,917.04,5.932173913,25.1,1241.22,54.75,70,40,20,7.4
Banana,2003,Whole Year ,Maharashtra,57700.0,3634720,5711146.0,13848.0,57.56857143,27.08,1970.27,66.29,75,43,26,7.1
Onion,2003,Whole Year ,Maharashtra,133622.0,1663240,13225905.56,32069.28,12.44846154,27.08,1970.27,66.29,75,43,26,7.1
Sugarcane,2003,Whole Year ,Maharashtra,442500.0,25668400,43798650.0,106200.0,56.65814815,27.08,1970.27,66.29,75,43,26,7.1
Banana,2003,Whole Year ,Manipur,1950.0,15308,193011.0,468.0,7.851111111,20.58,1111.03,71.54,58,17,37,5.9
Sugarcane,2003,Whole Year ,Manipur,330.0,10780,32663.4,79.2,32.71,20.58,1111.03,71.54,58,17,37,5.9
Sweet potato,2003,Whole Year ,Manipur,102.0,673,10095.96,24.48,6.59,20.58,1111.03,71.54,58,17,37,5.9
Tapioca,2003,Whole Year ,Manipur,243.0,1360,24052.14,58.32,5.593333333,20.58,1111.03,71.54,58,17,37,5.9
Sugarcane,2003,Whole Year ,Mizoram,1393.0,36174,137879.14,334.32,25.87,23.24,1231.02,73.52,54,15,34,5.7
Tapioca,2003,Whole Year ,Mizoram,139.0,690,13758.22,33.36,7.7075,23.24,1231.02,73.52,54,15,34,5.7
Jute,2003,Kharif     ,Nagaland,2000.0,11000,197960.0,480.0,6.7575,18.65,780.96,69.8,56,16,36,5.8
Potato,2003,Whole Year ,Nagaland,5110.0,43540,505787.8,1226.4,8.2975,18.65,780.96,69.8,56,16,36,5.8
Sugarcane,2003,Whole Year ,Nagaland,2800.0,128890,277144.0,672.0,37.28166667,18.65,780.96,69.8,56,16,36,5.8
Jute,2003,Kharif     ,Odisha,2590.0,18148,256358.2,621.6,7.076666667,26.57,1857.72,73.53,67,26,32,6.3
Onion,2003,Whole Year ,Odisha,26550.0,240340,2627919.0,6372.0,8.845666667,26.57,1857.72,73.53,67,26,32,6.3
Potato,2003,Whole Year ,Odisha,7303.0,75823,722850.94,1752.72,9.688965517,26.57,1857.72,73.53,67,26,32,6.3
Sugarcane,2003,Whole Year ,Odisha,14565.0,858096,1441643.7,3495.6,54.54655172,26.57,1857.72,73.53,67,26,32,6.3
Sweet potato,2003,Whole Year ,Odisha,47030.0,393560,4655029.4,11287.2,8.454333333,26.57,1857.72,73.53,67,26,32,6.3
Sugarcane,2003,Whole Year ,Punjab,123000.0,6620000,12174540.0,29520.0,54.72,24.13,1037.84,46.02,150,50,40,8.0
Onion,2003,Rabi       ,Uttar Pradesh,8781.0,126033,869143.38,2107.44,14.35414286,25.86,803.3,50.49,120,45,35,7.6
Onion,2003,Summer     ,Uttar Pradesh,11390.0,112405,1127382.2,2733.6,9.894202899,25.86,803.3,50.49,120,45,35,7.6
Potato,2003,Whole Year ,Uttar Pradesh,441796.0,9540059,43728968.08,106031.04,19.60414286,25.86,803.3,50.49,120,45,35,7.6
Sugarcane,2003,Whole Year ,Uttar Pradesh,2110126.0,117566725,208860271.5,506430.24,48.92214286,25.86,803.3,50.49,120,45,35,7.6
